layer,phase_id,phase_label,event_id,event_name,event_date,event_week,event_family,event_anchor,expected_direction,hypothesis,source_url,window,pre_start,pre_end_exclusive,post_start,post_end_exclusive,n_obs_pre,n_obs_post,wallet_pct_shift_during_same_window,pre_window_truncated,post_window_truncated,post_window_crosses_luna,analysis_universe,analysis_universe_label,cat_clean,semantic_within_cat,subcat_key,subcat_label,pre_sales_sum,pre_count_sum,pre_user_weeks_sum,pre_source_rows,post_sales_sum,post_count_sum,post_user_weeks_sum,post_source_rows,support_ok,share_of_wallet_pre,share_of_wallet_post,share_of_wallet_diff,share_of_wallet_pct_change,sales_per_active_user_pre,sales_per_active_user_post,sales_per_active_user_diff,sales_per_active_user_pct_change,count_per_active_user_pre,count_per_active_user_post,count_per_active_user_diff,count_per_active_user_pct_change,active_subcat_user_proxy_pre,active_subcat_user_proxy_post,active_subcat_user_proxy_diff,active_subcat_user_proxy_pct_change
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,1,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Taxes,taxes_misc_crypto_swyftx,Taxes :: taxes_misc_crypto_swyftx,Taxes: taxes misc crypto swyftx,500.0,1.0,1.0,1,0.0,0.0,0.0,0,False,7.827131396746611e-07,,,,0.0021860886065434002,,,,4.372177213086801e-06,,,,4.372177213086801e-06,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,4,4,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Telecom & Internet,telecom_internet_misc_crypto_binance,Telecom & Internet :: telecom_internet_misc_crypto_binance,Telecom & Internet: telecom internet misc crypto binance,600.0,4.0,4.0,4,600.0,4.0,4.0,4,False,2.392953168061971e-07,2.496496365847105e-07,1.0354319778513415e-08,0.0432700477247504,0.000653374055413721,0.0006558935793527256,2.5195239390045756e-06,0.0038561738381380868,4.355827036091473e-06,4.372623862351504e-06,1.6796826260031193e-08,0.0038561738381382455,4.355827036091473e-06,4.372623862351504e-06,1.6796826260031193e-08,0.0038561738381382455
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Telecom & Internet,telecom_internet_misc_crypto_coinbase,Telecom & Internet :: telecom_internet_misc_crypto_coinbase,Telecom & Internet: telecom internet misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Telecom & Internet,telecom_internet_misc_crypto_coinjar,Telecom & Internet :: telecom_internet_misc_crypto_coinjar,Telecom & Internet: telecom internet misc crypto coinjar,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,4,4,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Telecom & Internet,telecom_internet_misc_crypto_coinspot,Telecom & Internet :: telecom_internet_misc_crypto_coinspot,Telecom & Internet: telecom internet misc crypto coinspot,11032.0,32.0,32.0,4,3298.46,31.0,31.0,4,False,4.5366599846643565e-06,1.366373320994507e-06,-3.1702866636698493e-06,-0.6988151358899783,0.012063962090461514,0.0036054458086424565,-0.008458516281819057,-0.7011391629377601,3.484389537849192e-05,3.387905602110608e-05,-9.648393573858413e-07,-0.027690341361241926,3.484389537849192e-05,3.387905602110608e-05,-9.648393573858413e-07,-0.027690341361241926
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,4,4,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Telecom & Internet,telecom_internet_misc_crypto_swyftx,Telecom & Internet :: telecom_internet_misc_crypto_swyftx,Telecom & Internet: telecom internet misc crypto swyftx,14338.0,161.0,95.0,4,9046.0,128.0,79.0,4,False,5.592747744961859e-06,3.7330934808130186e-06,-1.85965426414884e-06,-0.3325117364401213,0.01555592113369636,0.009876118114328019,-0.005679803019368341,-0.36512161321421666,0.00017522453895867733,0.0001397859808200986,-3.5438558138578725e-05,-0.20224654805304462,0.00010341917597917006,8.628787230620491e-05,-1.7131303672965147e-05,-0.16564919910419332
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,4,4,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_binance,Travel :: travel_misc_crypto_binance,Travel: travel misc crypto binance,165716.74,334.0,249.0,4,148561.31,406.0,296.0,4,True,6.665526149977605e-05,6.215580161191334e-05,-4.499459887862708e-06,-0.06750344663905977,0.18073021218863589,0.16238690136165634,-0.018343310826979542,-0.10149554191766146,0.0003639968736278674,0.00044453100529743856,8.053413166957113e-05,0.22124951477441887,0.00027121585000156956,0.00032419032561096833,5.297447560939877e-05,0.19532219672667436
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_coinbase,Travel :: travel_misc_crypto_coinbase,Travel: travel misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_coinjar,Travel :: travel_misc_crypto_coinjar,Travel: travel misc crypto coinjar,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_coinspot,Travel :: travel_misc_crypto_coinspot,Travel: travel misc crypto coinspot,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_independent_reserve,Travel :: travel_misc_crypto_independent_reserve,Travel: travel misc crypto independent reserve,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,1,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Travel,travel_misc_crypto_swyftx,Travel :: travel_misc_crypto_swyftx,Travel: travel misc crypto swyftx,200.0,1.0,1.0,1,0.0,0.0,0.0,0,False,3.303759622468744e-07,,,,0.000875369296421928,,,,4.37684648210964e-06,,,,4.37684648210964e-06,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Utilities,utilities_misc_crypto_binance,Utilities :: utilities_misc_crypto_binance,Utilities: utilities misc crypto binance,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Utilities,utilities_misc_crypto_coinbase,Utilities :: utilities_misc_crypto_coinbase,Utilities: utilities misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Utilities,utilities_misc_crypto_coinjar,Utilities :: utilities_misc_crypto_coinjar,Utilities: utilities misc crypto coinjar,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Utilities,utilities_misc_crypto_independent_reserve,Utilities :: utilities_misc_crypto_independent_reserve,Utilities: utilities misc crypto independent reserve,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,0,0,-0.04254623641610206,False,False,False,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Utilities,utilities_misc_crypto_swyftx,Utilities :: utilities_misc_crypto_swyftx,Utilities: utilities misc crypto swyftx,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_4w,Treasury crypto CASSPr licensing consultation +/-4w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,4,2022-02-21,2022-03-21,2022-03-21,2022-04-18,4,4,-0.04254623641610206,False,False,False,primary_crypto_services,Primary crypto services,Services,services_crypto,Services :: services_crypto,Services: services crypto,596858.75,1769.0,1105.0,4,241066.72999999998,1073.0,669.0,4,True,0.00023472033785620517,9.950132050989303e-05,-0.00013521901734631214,-0.5760856455018835,0.6481080193682568,0.2631360486455519,-0.3849719707227049,-0.5939935307357503,0.0019269001634648975,0.0011720799240235954,-0.0007548202394413021,-0.39172773647182924,0.0012030771788985916,0.0007307904578377999,-0.0004722867210607916,-0.39256560538632
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Automotive & Fuel,automotive_fuel_misc_crypto_binance,Automotive & Fuel :: automotive_fuel_misc_crypto_binance,Automotive & Fuel: automotive fuel misc crypto binance,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Automotive & Fuel,automotive_fuel_misc_crypto_coinbase,Automotive & Fuel :: automotive_fuel_misc_crypto_coinbase,Automotive & Fuel: automotive fuel misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Automotive & Fuel,automotive_fuel_misc_crypto_coinjar,Automotive & Fuel :: automotive_fuel_misc_crypto_coinjar,Automotive & Fuel: automotive fuel misc crypto coinjar,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,2,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Automotive & Fuel,automotive_fuel_misc_crypto_coinspot,Automotive & Fuel :: automotive_fuel_misc_crypto_coinspot,Automotive & Fuel: automotive fuel misc crypto coinspot,0.0,0.0,0.0,0,9508.98,2.0,2.0,2,False,,7.212140578039502e-06,,,,0.020428619251709478,,,,4.396911829572607e-06,,,,4.396911829572607e-06,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,2,1,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Automotive & Fuel,automotive_fuel_misc_crypto_swyftx,Automotive & Fuel :: automotive_fuel_misc_crypto_swyftx,Automotive & Fuel: automotive fuel misc crypto swyftx,330.0,2.0,2.0,2,50.0,1.0,1.0,1,False,2.712633658753956e-07,8.970721410926137e-08,-1.8155615176613427e-07,-0.6692984553230523,0.0007221096305127481,0.00022054704489014553,-0.0005015625856226026,-0.6945795547228172,4.37451184759822e-06,4.41094089780291e-06,3.6429050204690075e-08,0.008327569217738218,4.37451184759822e-06,4.41094089780291e-06,3.6429050204690075e-08,0.008327569217738218
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Charitable Giving & Gifts,charitable_giving_gifts_misc_crypto_binance,Charitable Giving & Gifts :: charitable_giving_gifts_misc_crypto_binance,Charitable Giving & Gifts: charitable giving gifts misc crypto binance,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Charitable Giving & Gifts,charitable_giving_gifts_misc_crypto_coinbase,Charitable Giving & Gifts :: charitable_giving_gifts_misc_crypto_coinbase,Charitable Giving & Gifts: charitable giving gifts misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Charitable Giving & Gifts,charitable_giving_gifts_misc_crypto_coinspot,Charitable Giving & Gifts :: charitable_giving_gifts_misc_crypto_coinspot,Charitable Giving & Gifts: charitable giving gifts misc crypto coinspot,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,1,2,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Charitable Giving & Gifts,charitable_giving_gifts_misc_crypto_swyftx,Charitable Giving & Gifts :: charitable_giving_gifts_misc_crypto_swyftx,Charitable Giving & Gifts: charitable giving gifts misc crypto swyftx,1000.0,2.0,1.0,1,6000.0,2.0,2.0,2,False,1.87050739294276e-06,4.991196148868354e-06,3.120688755925594e-06,1.6683648338946133,0.0043850032887524665,0.013164997201949925,0.008779993913197458,2.0022776119046806,8.770006577504933e-06,4.383554147412773e-06,-4.38645243009216e-06,-0.5001652383412585,4.385003288752466e-06,4.383554147412773e-06,-1.4491413396932037e-09,-0.0003304766825170351
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,1,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Clothing & Personal Care,clothing_personal_care_misc_crypto_binance,Clothing & Personal Care :: clothing_personal_care_misc_crypto_binance,Clothing & Personal Care: clothing personal care misc crypto binance,10000.0,1.0,1.0,1,0.0,0.0,0.0,0,False,1.727510872809964e-05,,,,0.04392399392091924,,,,4.392399392091924e-06,,,,4.392399392091924e-06,,,
subcategory,treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,Treasury crypto CASSPr licensing consultation,2022-03-21,2022-03-21,crypto_regulation,Treasury opened consultation on licensing and custody requirements for crypto asset secondary service providers.,down,"Regulatory scrutiny / licensing uncertainty may reduce crypto-exchange funding, especially in short windows before LUNA.",https://treasury.gov.au/consultation/c2022-259046,8,2022-01-24,2022-03-21,2022-03-21,2022-05-16,0,0,0.07612928718192326,False,False,True,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Clothing & Personal Care,clothing_personal_care_misc_crypto_coinbase,Clothing & Personal Care :: clothing_personal_care_misc_crypto_coinbase,Clothing & Personal Care: clothing personal care misc crypto coinbase,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,,,,,,,,,,,,,,,,
